"_id","_index","_score","_type","coordinate.lat","coordinate.lon",crawler,created,"created_at_utc","favorite_count","geo.coordinate",hastags,"in_reply_to_name","in_reply_to_status","in_reply_to_user_id",language,lastaccess,link,"media.path","media.type","media.url","media_url",mentions,"mentions_id",message,"place.bounding_box.coordinates","place.bounding_box.type","place.country","place.country_code","place.full_name","place.id","place.name","place.place_type","place.province_id","place.province_name","place.url",radicalism,"retweeted_status.RT_count","retweeted_status.message","retweeted_status.name","retweeted_status.profile_img","retweeted_status.screen_name","retweeted_status.tweet_id","retweeted_status.user_id","rt_count",sentiment,source,truncated,type,"user.created_at","user.description","user.favourites_count","user.followers_count","user.friends_count","user.geo_enabled","user.id","user.id_str","user.lang","user.listed_count","user.location","user.name","user.profile_img","user.screen_name","user.statuses_count","user.time_zone","user.url","user.utc_offset","user.verified"
1269755653565763584,twitter,,tweet,,,keyword,"June 8th 2020, 05:18:33.000","June 8th 2020, 05:18:33.000",0,,"[]",,,,Indonesian,"June 8th 2020, 05:18:38.740","https://twitter.com/i/web/status/1269755653565763584","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/JlU4Yx29Fh
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/X0FoLayvai",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Tue Apr 28 14:02:41 +0000 2020","keadilan harus tegak",0,2,2,false,"1,255,135,311,740,366,848",1255135311740366853,,0,,"Pangeran Kepahyang","http://pbs.twimg.com/profile_images/1255135482922414082/dej5AsVq_normal.jpg",PKepahyang,829,,,,false
1269755604446273536,twitter,,tweet,,,keyword,"June 8th 2020, 05:18:21.000","June 8th 2020, 05:18:21.000",0,,"[]",,,,Indonesian,"June 8th 2020, 05:18:27.050","https://twitter.com/i/web/status/1269755604446273536","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/JlU4Yx29Fh
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/z0zw5KgnNw",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Tue Apr 28 14:02:41 +0000 2020","keadilan harus tegak",0,2,2,false,"1,255,135,311,740,366,848",1255135311740366853,,0,,"Pangeran Kepahyang","http://pbs.twimg.com/profile_images/1255135482922414082/dej5AsVq_normal.jpg",PKepahyang,828,,,,false
1269755192611749888,twitter,,tweet,,,search,"June 8th 2020, 05:16:43.000","June 8th 2020, 05:16:43.000",0,,"[]",,,,Indonesian,"June 8th 2020, 06:02:49.274","https://twitter.com/i/web/status/1269755192611749888","[]","[]","[]",,"[""anita_sari067""]","[""1197889709831180288""]","RT @anita_sari067: Tabungan Perumahan Rakyat, Menambah Beban Masyarakat?

Beginilah jika aturan dibuat sesuai kebutuhan &amp; kepentingan. Ats…",,,,,,,,,,,,"[""lainnya""]",20,"Tabungan Perumahan Rakyat, Menambah Beban Masyarakat?

Beginilah jika aturan dibuat sesuai kebutuhan &amp; kepentingan. Ats nama kesejahteraan rakyat, justru mereka yg dikorbankn. Sudahlh hrus bayar pajak A-Z, ditambah Tapera yg belum pasti menguntungkn.

Klik https://t.co/Q5VHiXTW4J https://t.co/dElFUnatAq","𝕬𝖓𝖎𝖙𝖆 𝕾𝖆𝖗𝖎","http://pbs.twimg.com/profile_images/1256769722399338497/1u_pwh9X_normal.jpg","anita_sari067",1269580186548178944,1197889709831180288,20,positive,"Twitter for Android",false,RT,"Fri Sep 14 08:31:17 +0000 2018",,"2,449",31,3,false,"1,040,518,332,808,458,112",1040518332808458241,,0,,Alimutrafali,"http://pbs.twimg.com/profile_images/1118545277089005568/k_Q9gymr_normal.jpg",Mutraf2,"2,704",,,,false
1269754760095096832,twitter,,tweet,,,search,"June 8th 2020, 05:15:00.000","June 8th 2020, 05:15:00.000",0,,"[]",,,,Indonesian,"June 8th 2020, 06:02:49.292","https://twitter.com/i/web/status/1269754760095096832","[]","[]","[]",,"[""TirtoID""]","[""4187275698""]","RT @TirtoID: Presiden Jokowi menandatangani PP Nomor 25 tahun 2020 tentang Penyelenggaraan Tabungan Perumahan Rakyat (Tapera). Dalam aturan…",,,,,,,,,,,,"[""lainnya""]",762,"Presiden Jokowi menandatangani PP Nomor 25 tahun 2020 tentang Penyelenggaraan Tabungan Perumahan Rakyat (Tapera). Dalam aturan itu, seluruh pekerja diwajibkan mengikuti program Tapera. 

https://t.co/MDagv9t8n1",tirtoid,"http://pbs.twimg.com/profile_images/1247774988255428609/N-TwVyFU_normal.jpg",TirtoID,1268016160848506881,4187275698,762,negative,"Twitter for Android",false,RT,"Sun Jan 30 05:00:48 +0000 2011","make them happen, it's all depends on you!",441,327,341,true,"244,802,851",244802851,,0,Indonesia,Hanifaaaaaa,"http://pbs.twimg.com/profile_images/797750326279315456/1cVFDO3G_normal.jpg",hanifahtriast,"28,732",,"https://t.co/iFDec8s0fs",,false
1269746809494278144,twitter,,tweet,,,account,"June 8th 2020, 04:43:24.000","June 8th 2020, 04:43:24.000",0,,"[]",VIVAcoid,1269654735092514817,41730943,Indonesian,"June 8th 2020, 04:43:29.986","https://twitter.com/i/web/status/1269746809494278144","[]","[]","[]",,"[""VIVAcoid""]","[""41730943""]","@VIVAcoid Tapera itu kan sasarannye ke PNS (ASN), bukan ke non PNS. Di PNS itu pemerintah bisa menaikkan tunjangan bagi PNS, misalnye tunjangan perumahan. Nah, naiknye tunjangan perumahan itulah yg dipake ke Tapera. Jadi esensinye, yg bayar Tapera ya pemerintah juge.",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,neutral,"Twitter for Android",true,mention,"Tue Jan 03 12:28:29 +0000 2017",gentleman,405,53,42,true,"816,259,938,439,741,440",816259938439741440,,0,berau,"Bang Jali","http://pbs.twimg.com/profile_images/816263123275370496/zvE5oO-p_normal.jpg",bangjalipunya73,"2,949",,"http://gmail.com",,false
1269746475937837056,twitter,,tweet,,,keyword,"June 8th 2020, 04:42:05.000","June 8th 2020, 04:42:05.000",0,,"[]",,,,Indonesian,"June 8th 2020, 04:42:10.640","https://twitter.com/i/web/status/1269746475937837056","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/bhWwBTlzXO
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/nsc2w2pvGl",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Sun Apr 07 11:05:41 +0000 2019",,"3,314",88,237,false,"1,114,846,701,313,974,400",1114846701313974274,,0,,"Andy 03","http://pbs.twimg.com/profile_images/1216728360434319360/2Cbpbvch_normal.png",Andy0389937411,"4,663",,,,false
1269745103645503488,twitter,,tweet,,,keyword,"June 8th 2020, 04:36:38.000","June 8th 2020, 04:36:38.000",0,,"[]",,,,Indonesian,"June 8th 2020, 04:36:43.461","https://twitter.com/i/web/status/1269745103645503488","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/MVpCpajoGt
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/QXvBWZe5iI",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Fri Nov 22 03:15:57 +0000 2013",,61,62,159,false,"2,208,224,928",2208224928,,0,"Kota Pangkal Pinang, Bangka Be","Ariffah Hijab","http://pbs.twimg.com/profile_images/1216626956319391745/_pipPvyk_normal.jpg",AriffahHijab,"1,166",,,,false
1269745078399987712,twitter,,tweet,,,keyword,"June 8th 2020, 04:36:32.000","June 8th 2020, 04:36:32.000",0,,"[]",,,,Indonesian,"June 8th 2020, 04:36:37.410","https://twitter.com/i/web/status/1269745078399987712","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/VQFpfSJpcn
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/uLpDDN943h",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Mon Jan 13 03:52:43 +0000 2020",,147,55,321,false,"1,216,568,632,085,401,600",1216568632085401600,,0,"Kota Pangkal Pinang, Bangka Be","Meri Hastuti Ib","http://pbs.twimg.com/profile_images/1245340997157961728/PWGXYB6N_normal.jpg",MeriHastuti2,"3,277",,,,false
1269744984191721472,twitter,,tweet,,,keyword,"June 8th 2020, 04:36:09.000","June 8th 2020, 04:36:09.000",0,,"[]",,,,Indonesian,"June 8th 2020, 04:36:14.974","https://twitter.com/i/web/status/1269744984191721472","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/VQFpfSJpcn
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/vguzHd19hL",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Mon Jan 13 03:52:43 +0000 2020",,147,55,321,false,"1,216,568,632,085,401,600",1216568632085401600,,0,"Kota Pangkal Pinang, Bangka Be","Meri Hastuti Ib","http://pbs.twimg.com/profile_images/1245340997157961728/PWGXYB6N_normal.jpg",MeriHastuti2,"3,276",,,,false
1269741434900328449,twitter,,tweet,,,keyword,"June 8th 2020, 04:22:03.000","June 8th 2020, 04:22:03.000",0,,"[]",,,,Indonesian,"June 8th 2020, 04:22:08.836","https://twitter.com/i/web/status/1269741434900328449","[]","[]","[]",,"[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/mTkEYRHqPZ
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). Adanya Tapera ini digunakan untuk memudahka https://t.co/85NkcvCUVQ",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",true,tweet,"Wed Jan 15 10:31:32 +0000 2020","Indonesia milik Allah, kembalikan kepadaNya.",16,215,527,false,"1,217,393,650,360,967,168",1217393650360967168,,0,,nopyan,"http://pbs.twimg.com/profile_images/1245001306596462592/mTQ-ftLA_normal.jpg",nopiyan12,"1,231",,,,false
1269739756264415232,twitter,,tweet,,,search,"June 8th 2020, 04:15:23.000","June 8th 2020, 04:15:23.000",0,,"[]",,,,Indonesian,"June 8th 2020, 04:17:04.834","https://twitter.com/i/web/status/1269739756264415232","[]","[]","[]","http://pbs.twimg.com/media/EZ8FkhHU4AAXpLo.jpg","[]","[]","Tabungan Perumahan Rakyat, Menambah Beban Masyarakat?

Beginilah jika aturan dibuat sesuai kebutuhan dan kepentingan. Atas nama kesejahteraan rakyat, justru mereka yang dikorbankan. 
 https://t.co/AIqWFZk2xa https://t.co/lRy06uCOwl",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,negative,"Twitter for Android",false,tweet,"Thu Nov 14 08:06:37 +0000 2019","BERANI MENYUARAKAN KEBENARAN ISLAM | Mengembalikan Marwah Bumi Sriwijaya dengan Syariat Islam |",7,203,11,false,"1,194,889,295,137,370,112",1194889295137370112,,0,,"Muslimah Sriwijaya","http://pbs.twimg.com/profile_images/1194890853187121153/MJylKQj5_normal.jpg",MuSriwijayaa,978,,,,false
1269738078157131779,twitter,,tweet,,,search,"June 8th 2020, 04:08:43.000","June 8th 2020, 04:08:43.000",0,,"[""GajiKaryawan"",""KaryawanSwasta"",""PNS"",""Tapera"",""TaperaAdalah""]",,,,Indonesian,"June 8th 2020, 04:17:04.854","https://twitter.com/i/web/status/1269738078157131779","[]","[]","[]","http://pbs.twimg.com/media/EZ8EDWxWAAE2oVz.jpg","[]","[]","Pemerintah telah merilis Peraturan Pemerintah (PP) Nomor 25 Tahun 2020 tentang Penyelenggaraan Tabungan Perumahan Rakyat atau Tapera pada 20 Mei 2020 lalu.  #GajiKaryawan #KaryawanSwasta #PNS #Tapera #TaperaAdalah https://t.co/pC85Q5gPkM https://t.co/B1bESWLidZ",,,,,,,,,,,,"[""lainnya""]",,,,,,,,0,neutral,"Blog2Social APP",false,tweet,"Sun Oct 27 11:54:55 +0000 2019","Warna Hidup - Bikin Hidup Lebih Berwarna",0,12,29,false,"1,188,423,796,077,678,592",1188423796077678592,,0,,warnahidup,"http://pbs.twimg.com/profile_images/1188423882245459969/lBXvla-5_normal.png",warnahidup7,201,,,,false
1269737172308983810,twitter,,tweet,,,account,"June 8th 2020, 04:05:07.000","June 8th 2020, 04:05:07.000",0,,"[""CariBeritaditvOne"",""diRumahNontontvOne"",""KabarPagitvOne""]",,,,Indonesian,"June 8th 2020, 04:05:12.517","https://twitter.com/i/web/status/1269737172308983810","[]","[]","[]",,"[]","[]","Banjir rob rendam perumahan di Jakarta Utara. 
Saksikan berita selengkapnya di Kabar Pagi bersama Rendra dan Shinta jam 04.30 WIB hanya di tvOne &amp; live streaming klik https://t.co/7Gr3a5KWDi .
#CariBeritaditvOne #diRumahNontontvOne #KabarPagitvOne https://t.co/cjj1tauHPN",,,,,,,,,,,,"[""no""]",,,,,,,,0,positive,"Hootsuite Inc.",true,tweet,"Fri Jul 10 08:16:35 +0000 2009","Official Twitter of tvOne | Indonesia's #1 Media in News and Sports |
https://linktr.ee/tvonenews","4,346","8,816,421",50,true,"55,507,370",55507370,,"8,564",Indonesia,tvOneNews,"http://pbs.twimg.com/profile_images/829685749389811712/Je48McYm_normal.jpg",tvOneNews,"208,292",,"http://tvonenews.com",,true
1269730991871979521,twitter,,tweet,,,search,"June 8th 2020, 03:40:33.000","June 8th 2020, 03:40:33.000",1,,"[]",,,,Indonesian,"June 8th 2020, 04:17:04.894","https://twitter.com/i/web/status/1269730991871979521","[]","[]","[]","http://pbs.twimg.com/media/EZ79mXUUEAE2FSu.jpg","[]","[]","Iuran Tapera Melengkapi Derita Rakyat di Tengah Pandemi
.
 https://t.co/wqcMBRPeYJ
.
Presiden Jokowi telah meneken PP No 25 Tahun 2020 tentang Tapera (Tabungan Perumahan Rakyat). https://t.co/Iu8DlmMT9V",,,,,,,,,,,,"[""lainnya""]",,,,,,,,1,negative,"Twitter for Android",false,tweet,"Thu Oct 17 17:11:26 +0000 2019","Dakwah jalan hidupku","1,984","1,781","1,061",false,"1,184,879,488,632,410,112",1184879488632410112,,0,,"Nafisah mumtazah","http://pbs.twimg.com/profile_images/1265905298667040768/aywN9gWp_normal.jpg","qonita_mumtazah","4,016",,,,false
